sentence1,sentence2,label
اوکراین د روسي‌ ځواکونو ځاني‌ او مالي‌ تلفات اعلان کړ,اوکراین د روسیې لخوا د روان یرغل په ترڅ کې روس ځواکونو ته د اوښتو ځاني‌ او مالي‌ تلفاتو شمیره اعلان کړه.,P
د امریکا متحده ایالتونو ولسمشر جو بایدن د روسیې ولسمشر ولادیمیر پوتین ته ډیر سخت خبرداری ورکړ.,جو بایدن د روسیې ولسمشر ولادیمیر پوتین ته ډیر سخت خبرداری ورکړ.,P
د روسیې د بهرنیو چارو وزیر سرګي‌ لاوروف وویل چې لویدیځو هیوادونه غواړي‌ چې روسیه له منځه یوسي.,لاوروف : لویدیځې نړۍ د روسیې پر خلاف په ګډه توګه غیرې مستقیم جګړه اعلان کړې,P
د اوکراین ولسمشر د اروپا د شورا عمومي‌ غونډې ته وینا وکړه,اوکراین ولسمشر : د روسیې لخوا پر اوکراین د یرغل راهیسې ۲۰۰۰ اوکرایني ماشومان تښتول شوي‌ دي,P
امریکا ولسمشر روسیې ته د کیمیايي وسلو په برخه کې خبرداری ورکړ,بایدن پر روسیې نوې بندیزونه اعلان کړل,P
په سومالیا کې د پارلمان پر وکیلې بمي‌ برید شوی,د سومالیا د بلد وین په سیمه کې د پارلمان په وکیلې بمي برید ګنشمیر کسان وژلي دي.,P
روسیې هم د امریکا پر وړاندې متقابل ګام اوچت کړ.,روسیې هم د امریکا پر وړاندې متقابل ګام اوچت کړ. روسیې د ګنشمیر امریکايي ډیپلوماټانو د شړولو پریکړه وکړه.,P
"د اوکراین ولسمشر: د روسیې لخوا پر اوکراین یرغل دا یواځې پيل دی ، مونږ باید ټول په ګډه د روسیې مخنیوی وکړو، نړۍ باید د جګړې مخنیوی وکړي.",د اوکراین ولسمشر ولادیمیر زیلنسکي‌ یو ځل بیا په نړۍوالې ټولنې د روسیې مخه ونیسۍ غږ وکړ.,P
پولنډ د روسیې د ۴۵ تنو ډیپلوماټانو د شړولو پریکړه وکړه.,پولنډ د روسیې د سفارت د ۴۵ تنو ډیپلوماټانو نه هر څه ژر ددې هیواد نه د وتو غوښتنه کړې ده,P
زیلنسکي‌‌ : د روسیې سره مذاکرات سخت او جنجالي‌ شکل سره دوام لري,د اوکراین ولسمشر ولادیمیر زیلنسکي‌ ویلي دي‌ چې د روسیې سره مذاکرات ډیر سخت او جنجالي‌ شکل سره دوام لري.,P
په هندوستان کې اورلګیدنې ۱۱ تنه ووژل,د هندوستان په سویل کې د حیدرآباد په ښار د اورلګیدنې په نتیجه کې لږ تر لږه ۱۱ تنو ژوند د لاسه ورکړی دی.,P
په نایجریا کې په وسله وال برید کې په لسګونو تنه ووژل شول.,په نایجریا کې په وسله وال برید کې لږ تر لږه ۳۴ تنه وژل شوي‌ دي,P
د کرملین ماڼۍ د اټومي‌ وسلې په اړه مهمې څرګندونې وکړې.,کرملین: د روسیې موجودیت د خطر سره د مخامخیدو په صورت کې به اټومي‌ وسلو ته مراجعه وکړو,P
د سویډن د مالمو په ښار کې په یوې لیسې وسله وال برید شوی دی.,په سویډن کې په لیسې د برید په نتیجه کې دوو تنو ژوند د لاسه ورکړی,P
په چین کې تیره ورځ د یوې مساپر وړونکې الوتکې د سقوط‌ له امله د الوتکې سپرلۍ ټولو ژوند د لاسه ورکړی دی.,په چین کې د مساپر وړونکې الوتکې په سقوط کې هیڅوک ندي‌ ژغورل شوي,P
د اوکراین ولسمشر : د پوتین سره د کریمیا او دونباس د سیمو په اړه خبرو ته چمتو یم,د اوکراین ولسمشر ویلادیمیر زیلنسکي‌ د کریمیا او دونباس د سیمو په اړه د روسیې د ولسمشر ولادیمیر پوتین سره خبرو ته چمتوالی وښود.,P
په چین کې د یوې مساپروړونکې الوتکې سره چې ۱۳۳ تنه پکې سپاره دي‌ ارتباط پرې شوی دی,په چین د یوې مساپروړونکې الوتکې سره چې ۱۳۳ تنه پکې شتون لري‌ ارتباط پرې شوی دی.,P
د روسیې لخوا پر اوکراین د یرغل د پیل راهیسې څه باندې ۱۰ میلیونه تنه اوکرایني‌ وګړي‌ کډوال شوي دي,د روسیې لخوا پر اوکراین د یرغل د پیل راهیسې څه باندې ۱۰ میلیونه تنه اوکرایني‌ وګړي‌ د خپلو کورونو نه بې ځایه شوي‌ دي.,P
د اوکراین ولسمشر ولادیمیر زیلنسکي‌ د سویس نه روسیې د حکومت او حکومت ته د پلوي‌ شتمنو کسانو د شتمنیو د کنګلولو غوښتنه وکړه.,اوکراین ولسمشر د سویس نه د روسیې د شتمنۍ د کنګلولو غوښتنه وکړه,P
د امریکا متحده ایالتونو د ارکنساس په ایالت کې وسله وال برید شوی دی.,د امریکا د ارکنساس په ایالت کې وسله وال برید ګنشمیر کسان ټپیان کړي‌ دي,P
اوکراین د اسیر کړو روسي ځواکونو شمیره اعلان کړه.,اوکراین په سلګونو تنو روس ځواکونه اسیر نیولي‌ دي,P
د امریکا متحده ایالتونو یوې پوځي‌ الوتکې په ناروې کې سقوط کړی دی.,د امریکا یوې پوځي‌ الوتکې سقوط‌ وکړ,P
"امریکا ، جاپان او استرالیا پر روسیې نوي‌ بندیزونه ولګول",د امریکا متحده ایالتونو د استازو مجلس د روسیې او بیلاروس سره د عادي‌ تجاري‌ اړیکو د ځنډولو اړوند د قانون مسوده تصویب کړه.,P
روسي‌ ځواکونو پولنډ سره په پوله کې د اوکراین د لویو په ښار د توغندیو بریدونه وکړل,د روسیې لخوا پر اوکراین د یرغل په ۲۳ ورځ په ( لویو ) ښار د توغندیو بریدونه وکړل.,P
امریکا متحده ایالتونو ولسمشر جو بایدن د اوکراین سره نوې پوځي‌ مرستې اعلان کړې,بایدن د اوکراین سره ۸۰۰ میلیونو ډالرو مرستې اعلان وکړ,P
جاپان یوې ډیرې زورورې زلزلې ولړزو.,د جاپان په شمال ختیځ کې د توهوکو په سیمه کې پرون د ۷ عشاریه ۴ په شدت سره ډیره زوروره زلزله رامنځته شوه.,P
بایدن : پوتین جنګي‌ جنایکار دی,د امریکا ولسمشر جو بایدن د روسیې د ولسمشر ولادیمیر پوتین نه د جنګي‌ جنایتکار په توګه یادونه وکړه.,P
د اوکراین ولسمشر د امریکا د کانګرس عمومي‌ غونډې ته وینا وکړه,د اوکراین ولسمشر ولادیمیر زیلنسکي‌ د امریکا متحده ایالتونو کانګرس عمومي‌ غونډې ته ویدیو کنفرانس له لارې وینا وکړه.,P
امریکا متحده ایالتونو د روسیې لخوا پر اوکراین د یرغل په ۲۱ مه ورځ د روسیې د ولسمشر ولادیمیر پوتین پر خلاف یو ډیر مهم ګام اوچت کړ.,امریکا د روسیې د ولسمشر پوتین پر خلاف یو بل ګام هم اوچت کړ,P
"چک جمهوریت ، پولنډ او سلوانیا لومړي‌ وزیرانو د اوکراین د ولسمشره سره لیدنه وکړه","پداسې حال کې چې د روسیې لخوا پر اوکراین بریدونه د خپل ټول شدت سره دوام لري‌ د چک جمهوریت ، پولنډ او سلوانیا لومړي‌ وزیرانو اوکراین ته سفر وکړ.",P
روسیې هم د امریکا پر ولسمشر او ۱۳ نورو لوړپوړو امریکايي چارواکیو بندیز ولګول,روسیې د امریکا د ولسمشر په ګډون ۱۳ لوړپوړي مقامات په تور لست کې شامل کړل,P
په ترکمنستان کې د مارچ په ۱۲ مه نيټه د ترسره شوو ولسمشرۍ ټاکنو پایلې اعلان شوې.,سردار بیردي‌ محمدوف د ترکمنستان د نوي‌ ولسمشر په توګه وټاکل شو,P
"د چک جمهوریت ، پولنډ او سلوانیا لومړي‌ وزیر اوکراین پلازمینې کیف ته سفر کوي",د اوکراین پلازمینه کیف د روسېې د یرغل او بریدونو تر سیوري‌ لاندې د درې هیوادونو لومړي‌ وزیرانو کوربه توب ته چمتوالی نیسي.,P
د اوکراین لوی درستیزوالۍ د روسي‌ ځواکونو د ځاني‌ او مالي‌‌ تلفاتو وروستۍ شمیره اعلان کړه.,په اوکراین کې د روس ځواکونو د ځاني‌ تلفاتو وروستۍ شمیره اعلان شوه,P
اوکراین ولسمشر: روسیې په ته مو په تیرو ۱۹ ورځو کې دومره ځاني‌ تلفات اړولي چې ګمان هم نه کولو,اوکراین ولسمشر: روسیې په ته مو په تیرو ۱۹ ورځو کې دومره ځاني‌ تلفات اړولي چې ګمان هم نه کولو,P
د کانګو په جمهوریت کې یو ریل ګاډی د پټلۍ نه د وتو سره ستره فاجعه رامنځته شوه.,په کانګو جمهوریت کې ریل ګاډی د پټلۍ نه د وتو په لسګونو تنو ژوند د لاسه ورکړی دی,P
د روسیې لخوا پر اوکراین یرغل یو زیات شمیر اروپايي هیوادونه د خپل امنیت په اړه اندیښمن دي.,جرمني‌ د امریکا نه د اف ۳۵ جنګي‌ الوتکو د رانیولو پریکړه وکړه,P
اوکراین ولسمشر زیلنسکي‌ یو ځل بیا ناټو سازمان ته خبرداری ورکړ,د اوکراین ولسمشر ولادیمیر زیلنسکي‌ د روسیې لخوا پر دې هیواد د روانو بریدونو وروستي‌ وضعیت په اړه معلومات ورکړل.,P
روسیې په اوکراین د یرغل په اتلسمه ورځ‌ ددې هیواد په سویل کې د ( لویو ) په ښار کې د سولې ساتنې او امنیت په نړۍوالې پوځي‌ هډې توغندیز بریدونه وکړل.,روسیې په اوکراین پولنډ پولې ته نږدې پر نړۍوالې پوځي‌ هډې خونړي‌ بریدونه کړي,P
هندوستان : په اشتباه او تخنیکي‌ ستونزې له امله د پاکستان پر لورې توغندی توغول شوی دی,هندوستان په اشتباه کې پر پاکستان د توغندي‌ برید کړی دی.,P
اوکراین په ماریوپول ښار د روسیې په روانو بریدونو کې ملکي‌ وګړو ته د اوښتې مرګ ژوبلې شمیره اعلان کړه.,اوکراین : روسیې د ماریوپول په ښار په بریدونو کې ۱۵۸۲ ملکي‌ وګړي‌ وژلي‌ دي,P
روسیې ولسمشر ولادیمیر پوتین یو بل ډیر خطرناک ګام اوچت کړ.,پوتین د اوکراین سره په جګړه کې د اوکراین په مقابل د داوطلبه بهرنيو‌ جنګیالیو د منلو حکم وکړ.,P
امریکا د اوکراین سره نږدې ۱۴ میلیارده ډالره مالي‌ مرسته کوي,د امریکا متحده ایالتونو د مشرانو جرګې د اوکراین سره د مالي‌ مرستې کڅوړه تصویب کړه.,P
د کروشیا په پلازمینه زاګرب کې د یو نامعلوم شي د غورځیدو نه وروسته چاودنه شوې,د کروشیا په پلازمینه زاګرب کې چاودنه شوې,P
روسیه پر اوکراین بریدونو ته دوام ورکوي,د روسیې لخوا پر اوکراین د یرغل په ۱۶ ورځ هم پراخه بریدونه دوام لري.,P
په زرګونو امریکايي وګړو په اوکراین کې د روسېې په مقابل کې په جګړه کې د ګډون په خاطر وړاندیز کړی,د روسیې لخوا پر اوکراین د یرغل نه وروسته په زرګونو تنو امریکايي وګړو په اوکراین کې د روسیې په مقابل کې په جګړه کې د ګډون وړاندیز کړی دی.,P
اوکراین بهرنیو چارو وزیر : د روسیې د بهرنیو چارو وزیر سره به د چاووش اوغلو له برکته لیدنه وکړي,د اوکراین او روسیې د بهرنیو چارو وزیر سبا د ترکیې د انتالیا په ولایت کې مخامخ لیدنه کوي,P
"د روسیې ولسمشر ولادیمیر پوتین ، د بعضو توکو او خامو موادو په صادراتو او وارداتو بندیز ولګو.",د امریکا د ولسمشر بایدن لخوا پر روسیې د نوو اقتصادي بندیزونو نه وروسته روسیې ولسمشر هم ځیني‌ بندیزونه اعلان کړل,P
روسیې د اوکراین د پلازمینې کیف په ګډون په پنځو ښارونو نه د ملکي‌‌ وګړو د تخلیې په خاطر ځل بیا لنډ مهال اوربند اعلان کړ.,روسیې په اوکراین کې یو ځل بیا لنډ مهال اوربند اعلان کړ,P
د امریکا متحده ایالتونو پر روسیې تر ټولو ستر بندیز اعلان کړ.,امریکا د روسیې د تیلو او ګازو په وارداتو بندیز ولګو,P
اوکراین روسي‌ ځواکونو ته د اوښتو ځاني‌ او پوځي‌ تلفاتو شمیره اعلان کړه.,اوکراین : په تیرو ۱۳ ورځو کې څه باندې ۱۲ زره تنه روسي‌ پوځیان له منځه وړل شوي‌ دي,P
ملګري‌ ملتونه : د بشري حقونو نه د دفاع په خاطر مجبور یو چې د طالبانو سره به ګډه کار وکړو,د ملګروملتونو سازمان د بشري‌ حقونو عالي‌ کمشنرې میشل باشله وویل چې په افغانستان کې د بشري‌ حقونو نه د ساتنې په موخه د طالبانو سره په ګډه کار کولو ته دوام ورکړو.,P
د ملګروملتونو سازمان د بشري‌ حقونو عالي‌ کمشنرې میشل باشله وویل چې په افغانستان کې د بشري‌ حقونو نه د ساتنې په موخه د طالبانو سره په ګډه کار کولو ته دوام ورکړو.,د پولنډ ولسمشر اندري دودا وویل چې اوکراین ته د جنګي‌ الوتکو ورکول د روسیې او اوکراین ترمنځه په جګړه کې د شاملیدو په معنا دي‌ چې د همدې امله دې هیواد ته جنګي‌ الوتکې نشو ورکولی.,NP
"د بشري‌ حقونو عالي‌ کمشنرې میشل باشله ، د ملګروملتونو د بشري‌ حقونو شورا ۴۹ غونډې ته په وینا کې په افغانستان کې د بشري‌ حقونو په اړه ارزونې وکړې.","د پولنډ ولسمشر وویل "" اوکراین ته هیڅډول جنګي‌ الوتکې ورکولی نشو ځکه چې دا د اوکراین او روسیې ترمنځه په اختلاف کې مداخلې ته لار هواروي. نه غواړو چې پدې جګړه کې ګډون وکړو. همداشان د ناټو سازمان هم ددې جګړې طرف ندی. """,NP
هغې وویل سره ددې چې په افغانستان کې نښتې او جګړې ډیرې زیاتې کمې شوي‌ دي‌ خو بیا هم پدې هیواد کې د بشري‌ حقونو وضعیت د اندیښنې وړ دی.,د بله پلوه د پولنډ د ملي‌‌ امنیت دفتر رئیس پاول سولوخ د ځايي تلویزیون سره په مرکه کې وویل چې اوکراین ته د الوتکو د ورکولو تصمیم د ناټو د غړیو هیوادونو په منځ کې باید ونیول شي. پولنډ پدې برخه کې په خپلواکه او او خپل سر د یوې پریکړې سره نه غواړي‌ چې ناټو سازمان د خطر سره مخامخ کړي.,NP
اوکرایني‌ ځواکونو د روسیې د پوځ یو بل جګپوړی جنرال هم وواژه.,روسیې د اوکراین په جګړه کې یو تن بل مهم قومندان هم د لاسه ورکړ,P
ولادیمیر زیلنسکي : روسیه ملکي‌‌ هوايي ډګرونه هم بمبار کوي,زیلنسکي : اوکراین یواځې پر پوځي‌ هدفونو نه بلکې پر ملکي‌ هدفونو هم بمبار کوي,P
دمیترو کولبا: د نړۍ د ۵۲ هیوادونو نه داوطلبه جنګیالي‌ اوکراین ته راغلي‌ دي.,د اوکراین د بهرنیو چارو وزیر دمیترو کولبا وویل چې د نړۍ د ۵۲ هیوادونو نه داوطلبه جنګیالي‌ اوکراین ته راغلي‌ دي,P
روسیې د اوکراین د ځینو ښارونو نه د ملکي‌‌ وګړو د تخلیې په خاطر د موقتي‌ اوربند پریکړه وکړه.,روسیې د اوکراین د ځینو ښارونو د ملکي‌‌ وګړو د تخلیې په خاطر موقت اوربند اعلان کړ,P
روسیې دا ځل د خارکیف د تلویزیون په عمومي‌‌ انتن برید وکړ,روسیې د اوکراین د پلازمینې کیف د تلویزیون د عمومي‌ انتن نه وروسته دا ځل د خارکیف ښار د تلویزیون عمومي‌ انتن باندې برید وکړ.,P
بلینکن : د روسیې لخوا د زیلنسکي‌ د وژل کیدو په صورت کې اوکراین د حکومت د دوام په خاطر پلان لري,"د امریکا متحده ایالتونو د بهرنیو چارو وزیر انتوني‌ بلینکن وویل ، د روسیې لخوا د اوکراین ولسمشر ولادیمیر زیلنسکي‌ د وژل کیدو په صورت کې دا هیواد د حکومت د دوام په خاطر پلانونه لري.",P
"زیلنسکي : "" د قوي عزم او یووالي‌ سره بری خامخا زمونږ دی """,د اوکراین ولسمشر : زمونږ قوي‌ عزم او یووالی به هیواد د اشغالګرو د شر نه وژغوري,P
اوکرایني‌ ځواکونو د روسي‌ ځواکونو یو ډیر مهم قومندان وواژه,روسیې پر اوکراین د یرغل په نهمه ورځ پوتین ته نږدې یو ډیر مهم جنرال د لاسه ورکړ.,P
ترکیې بهرنیو چارو وزیر د اوکراین د بهرنیو چارو وزیر سره ټیلیفوني خبرې وکړې,د ترکیې د بهرنیو چارو وزیر مولود چاووش اوغلو د اوکراین د بهرنیو چارو وزیر دمیتري‌ کولبا سره ټیلیفوني‌ خبرې وکړې.,P
امریکا د روسیې پر مخ د اوکراین هوايي حریم د تړولو او یا د الوتنو د منع سیمې اعلانولو نه ډډه وکړه,امریکا متحده ایالتونو د روسیې پر مخ د اوکراین د هوايي حریم د تړولو او د الوتنو د منع سیمې د اعلانولو په اړه د ولسمشر زیلنسکي‌‌ غوښتنه رد کړه.,P
روسیې پر اوکراین د یرغل په نهمه ورځ ددې هیواد تر ټولو ستره اټومي‌ بټۍ ونیوله.,د اروپا په کچه د اوکراین تر ټولو ستره د زاپروژیا اټومي‌ بټۍ روسي‌ ځواکونو لاس ته ولویده,P
بایدن د اوکراین د ولسمشر سره ددې هیواد تر ټولو په سترې اټومي‌ بټۍ د برید په اړه خبری وکړې,"د امریکا ولسمشر جو بایدن ، د روسي‌ ځواکونو لخوا د اوکراین تر ټولو په سترې اټومي‌ بټۍ د برید په اړه ، د اوکراین ولسمشر ولادیمیر زیلنسکي‌ سره ټیلیفوني خبرې وکړې.",P
روسیې په اوکراین کې د اروپا تر ټولو په سترې اټومي‌ بټۍ برید کړی دی.,ولادیمیر زیلانسکي : د اوکراین د زاپرویژیا اټومي‌ بټۍ چاودنه کیدای شي‌ چې د هر څه پای وي. ټوله اروپا به له منځه یوسي.,P
اوکراین دفاع وزارت د روسي‌ ځواکونو سره په جګړه کې نیول شوی په اوکراین کې د عملیات پلان خپور کړ,د اوکراین د دفاع وزارت په روانو نښتو کې د روسي‌ ځواکونو نه نیولی په اوکراین کې د روسیې د پوځي‌ عملیاتو پټ پلان خپور کړ.,P
د روسیې د دفاع وزارت د لومړي‌ ځل لپاره په اوکراین د روسي‌ ځواکونو ځاني‌ تلفاتو شمیره اعلان کړه.,روسیه : د اوکراین په جګړه کې نږدې ۵۰۰ تنه روس سرتیرو ژوند د لاسه ورکړی او نږدې ۶۰۰ تنه نور ټپيان شوي‌,P
زیلانسکي‌ : مونږ نه غواړو چې اوکرین د روس عسکرو په هدیرې بدل شي .,زیلانسکي په تیرو ۸ ورځو جګړه کې روس ځواکونو ته د اوښتو ځاني‌ تلفاتو شمیره اعلان کړه,P
په رومانیا کې یوې جیټ الوتکې او یوې چورلکې سقوط کړې دې.,د رومانیا یوې جنګي‌ الوتکې او یوې چورلکې سقوط کړی,P
روسېې پر اوکراین د یرغل په اومه ورځ د بریدونو کچه لوړه کړه.,د اوکراین د خارکوف په ښار په بریدونو کې په لسګونو تنو ته مرګ ژوبله اوښتې,P
اوکراین : د ولسمشر زیلانسکي د ترور کولو په خاطر رالیږل شوي ځانګړي‌ ډله له منځه یوړل شوه,اوکراین د هغه ځانګړې روس پلوه چیچیني‌ ډلې د لمنځه وړو نه خبر ورکړ چې د ددې هیواد د ولسمشر ولادیمیر زیلانسکي‌ د ترور کولو په خاطر رالیږل شوې وه.,P
سویس ۲۰۷ کاله وروسته خپله بې طرفي‌ ماته کړه او په روسیې بندیزونه ولګول,لویدیځ د روسیې پر وړاندې یو موټی شوی دی. سویس د لویدیځ پدې اتحاد کې د ګډون په خاطر ۲۰۷ کاله وروسته خپله بې طرفي‌ ماته کړه .,P
اوکراین د روسي‌ ځواکونو د تلفاتو شمیره اعلان کړه,د اوکراین لوی درستیزوالۍ د روسیې لخوا پر اوکراین د یرغل د پيل راهیسې په روانه جګړه کې روسیې ته د اړولو ځاني‌ او مالي‌ تلفاتو ارقام اعلان کړل.,P
د ایژې په سمندر کې د ناقانونه کډوالو کښتۍ ډوبه شوې,د ایژې په سمندر کې د ناقانونه کډوالو د کښتۍ د ډبیدو له امله ګنشمیر کسانو ژوند د لاسه ورکړی دی.,P
د روسیې لخوا پر اوکراین د یرغل په شپږمه ورځ هم بریدونه دوام لري.,روسي‌ ځواکونو د اوکرایني‌ ځواکونو په یوې پوځي‌ هډې د برید سره په لسګونو تنو سرتیري‌ وژلي‌ دي,P
امریکا د روسیې د ۱۲ تنو ډیپلوماټانو د شړولو پریکړه وکړه.,د روسیې لخوا پر اوکراین د یرغل له امله په نړۍواله کچه سخت غبرګونونه دوام لري,P
په اوکراین د روسیې د روان یرغل له امله په خارکوف ښار کې د ماشومانو روغتون زیر زمینۍ ته انتقال شو,د اوکراین د خارکوف په ښار کې د روسي‌ ځواکونو د بریدونو له امله د ماشومانو روغتون یوې زیر زمیني‌ یا پناه ځای ته انتقال شوه.,P
د روسیې او اوکراین ترمنځه مذاکرات پریکړه,د روسیې او اوکراین مذاکره کوونکي‌ ډلې د اوکراین او بیلاروس په پوله کې د پریپیت سیمې ته رسیدلي‌ دي.,P
اوکراین دفاع وزارت په تیرو ۵ ورځو کې روس ځواکونو ته اوښتو ځاني‌ تلفاتو شمیره اعلان کړه,د اوکراین د دفاع وزارت د روسیې لخوا پر اوکراین د یرغل په پنځمه ورځ په روانه جګړه کې روسیې ته د اړولو ځاني‌ او مالي‌ تلفاتو ارقام اعلان کړل.,P
د استرالیا لخوا پر روسیې ډیر سخت بندیزونه. پوتین او جګپوړي‌ روس چارواکي‌ ممنوع الدوخول کړل,استرالیا د روسیې لخوا پر اوکراین د یرغل نه وروسته ددې هیواد ولسمشر ولادیمیر پوتین او ملي‌ امنیت شورا غړي‌ استرالیا ته ممنوع الدوخول اعلان کړل.,P
سویلي‌ کوریا روسیې ته د ستراتیژیکو موادو په صادراتو د بندیز لګولو پریکړه وکړه.,سویلي‌ کوریا روسیې ته د ستراتیژیکو توکو په صادراتو بندیز ولګو,P
روس ځواکونه د اوکراین د خارکوف ښار ته داخل شول.,د اوکراین پر مختلفو ښارونو بریدونه دوام لري,P
امریکا او اروپا د روسیې پر خلاف پر اوکراین د یرغل له امله د لا سخت بندیزونو لګولو پریکړه وکړه.,امریکا او اروپايي ټولنه بالاخره د روسیې بعضې بانکونه د سویفټ د نړۍوال بانکي‌ سیستم نه د ویستو پریکړه وکړه.,P
"بایدن : د روسیې په مقابل کې مو دوه لارې درلودې ، قوي‌ بندیزونه او یا د دریمې نړۍوالې جګړې پيلول وو",د امریکا ولسمشر جو بایدن وویل چې روسیې پر وړاندې دوه لارې درلودې چې یوه بندیزونه وو او بله دریمه نړۍواله جګړه وه.,P
روسي ځواکونو د اوکراین د ملیتوپول ښار د نیولو نه خبر ورکړ.,په کیف کې د اوکرایني‌ ځواکونو او روس یرغلګرو ترمنځه نښتې دوام لري,P
اوکراین : د روسیې لخوا پر اوکراین د یرغل د پیلیدو نه راپدیخوا ۳۵۰۰ تنه روس سرتیري‌ وژلي‌ دي,د روسیې لخوا پر اوکراین د یرغل په دریمه ورځ هم د پلازمینې کیف په ګډون په یو زیات شمیر ښارونو هوايي او د توغندیو بریدونه دوام لري.,P
اوکراین د روسیې ستره ټرانسپورتي‌ الوتکه رانسکوره کړه,اوکراین د روسیې د یوې سترې ټرانسپورتي‌ الوتکې چې روس ځواکونه يي انتقالول د ویشتلو نه خبر ورکړی دی.,P
اروپايي ټولنې او انګلستان د روسیې پر ولسمشر او بهرنیو چارو وزیر د بندیز لګولو پریکړه وکړه,اروپايي ټولنې د روسیې پر ولسمشر ولادیمیر پوتین او بهرنیو چارو وزیر سرګي‌‌ لاوروف بندیز ولګو.,P
اندونیزیا یو ځل بیا ډیرې زورورې زلزلې ولړزو.,په اندونیزیا کې د ریشتر په کچه د ۶ عشاریه ۲ په شدت سره زلزله رامنځته شوه,P
د اوکراین ولسمشر ولادیمیر زیلانسکي‌ وویل چې اوکراین د هیواد نه په دفاع کې یواځې پریښودل شوی دی.,د اوکراین ولسمشر : نړۍ ډاریږي‌ او مونږ يي یواځې پریښودو,P
د اوکراین په پلازمینه کیف د توغندیو بریدونه شوي‌,روسیې پر اوکراین د یرغل او تهاجمي‌ بریدونو په دویمه ورځ د اوکراین پر پلازمینې کیف د توغندیو بریدونه وکړل.,P
د روسیې یوې پوځي‌ الوتکې سقوط‌ وکړ.,د روسیې عسکري‌ الوتکې سقوط‌ کړی او ټولې سپرلۍ ژوند د لاسه ورکړی,P
د امریکا متحده ایالتونو ولسمشر جو بایدن د پر روسیې نوي‌ بندیزونه اعلان کړل.,جو بایدن : پوتین بریدګر دی او د ډیپلوماسۍ او سیاسي‌ حل لارې پر ځای يي جګړه انتخاب کړه,P
روسیې د اوکراین د چرنوبیل اټومي‌ بټۍ ونیوله,روسي‌ ځواکونو د اوکراین د چرنوبیل اټومي‌ بټۍ کنټرول ترلاسه کړ,P
د روسیې ولسمشر ولادیمیر پوتین په اوکراین د یرغل نه وروسته لومړنۍ څرګندونې وکړې.,پوتین : مونږ د اوکراین په مقابل کې پوځي‌ ګام اوچتولو ته مجبور کړی شو,P
د اوکراین ولسمشر : روس یرغلګرو ځواکونو د چرنوبیل د اټومي‌ بټۍ د نیولو هڅې پيل کړي,د اوکراین ولسمشر ولادیمیر زیلانسکي‌ وویل چې روس یرغلګرو ځواکونو د اوکراین د چرنوبیل د اټومي‌ بټۍ د نیولو هڅې پيل کړي‌ دي.,P
د اوکراین ولسمشر : د خپل ځان او هیواد نه به دفاع وکړو,د اوکراین ولسمشر ولادیمیر زیلانسکي‌ د روسیې لخوا پر اوکراین د بریدونو د پيلولو نه وروسته وویل چې د خپل هیواد نه به دفاع وکړي.,P
اوکراین : د روسیې پنځه جنګي‌ الوتکې او یوه چورلکه مو وویشتله,اوکراین د روسیې د پنځو جنګي‌ الوتکو او یوې جنګي‌ چورلکې د ویشتلو او غورځولو نه خبر ورکړ.,P
د روسیې لخوا پر اوکراین د بریدونو د پيلولو نه وروسته د امریکا د ولسمشر لومړۍ څرګندونې,د امریکا متحده ایالتونو ولسمشر جو بایدن د روسېې لخوا پر اوکراین د بریدونو پيلولو په ډیره کلکه توګه وغندل.,P
د اوکراین په پلازمینه کیف او یو زیات شمیر نورو ښارونو کې د ګن شمیر سترو چاودنو غږونه اوریدل شوي‌ دي,روسیې د اوکراین د پلازمینې په ګډون په یو زیات شمیر ښارونو د توغندیو بریدونه ترسره کړل,P
روسیې د اوکراین په ختیځ د دونباس په سیمه کې د پوځي‌ عملیاتو د پيلولو په خاطر فرمان صادر کړ.,روسیې پر اوکراین پوځي‌ برید په رسمي‌ توګه پيل کړ,P
اوکراین د یوې میاشتې لپاره بیړنی حالت اعلان کړ.,په اوکراین کې د یوې میاشتې لپاره بیړنی حالت اعلان شو,P
پوتین : مونږ تل هغه مذاکراتو ته چې زمونږ ملي ګټې او د هیوادوالو امنیت پکې خوندي وي چمتو یو,د روسیې ولسمشر ولادیمیر پوتین وویل چې زمونږ د هیواد د ملي ګټو او هیوادوالو د امنیت ټینګښت په نظر کې نیولو سره تل د ډیپلوماسۍ او مذاکراتو پر مخ زمونږ دروازې پرانیستي دي.,P
اوکراین احتیاطي ځواکونه دندې ته راوبلل,د اوکراین ولسمشر ولادیمیر زیلانسکي په فوق العاده حالاتو کې احتیاطي ځواکونه دندې ته د راغوښتلو حکم لاسلیک کړ.,P
ستولتنبرګ : روسیې په لسګونو زره تنه سرتیري د اوکراین ددننه او پولو کې ځای په ځای کړي,ستولتنبرګ : روس ځواکونه محاربې ته په چمتو وضعیت کې قرار لري,P
د امریکا متحده ایالتونو ولسمشر جو بایدن پر روسیې نوي‌ بندیزونه اعلان کړل.,د بایدن لخوا د روسیې په اړه مهمې څرګندونې,P
جرمني پر روسیې لومړنی بندیز ولګو,جرمني‌ د روسیې نه دې هیواد د ګازو د انتقال پروژه وځنډوله,P
